0.928824577959526,0.8967390164621998,0.8694453182342456,shimmer,paletteName
0.9722743999560609,0.5714066018564289,0.3445378151260504,metallic,paletteName
0.6273566110936353,0.45437768690363844,0.3397923875432526,satin,paletteName
0.9288735101883892,0.4341956390399297,0.27628933926511784,matte,paletteName
0.873398343294537,0.6590542099192619,0.3598091643074342,glitter,paletteName
0.805850896508336,0.6053056516724337,0.4793226381461676,matte,paletteName
0.7031800955676388,0.4809029494150601,0.19380458065579173,metallic,paletteName
0.9464087239173745,0.931791968124148,0.9088497431057985,metallic,paletteName
0.9950788158400615,0.40496512330422363,0.6432471027626737,matte,paletteName
0.6590751808744888,0.4916640452972633,0.48094788717626086,glitter,paletteName
0.9300828352731466,0.7266750550487575,0.7057774981650414,matte,paletteName
0.9933322348547262,0.44201680672268906,0.7097380128521997,matte,paletteName
0.7751913599664465,0.3652196707560029,0.23321799307958477,shimmer,paletteName
0.8929422749491954,0.3220958971824024,0.27247761849837976,satin,paletteName
0.9393939393939393,0.31592744049491456,0.48149313201216315,satin,paletteName
0.9924819125511167,0.3589283841878998,0.4064380832546923,matte,paletteName
0.9681111660350414,0.3049486461251167,0.2358213873784808,matte,paletteName
0.9541994337842088,0.6720666876376219,0.5676837579951767,satin,paletteName
0.22078321524688307,0.4947657494370297,0.6905805459438678,satin,paletteName
0.12589912970535808,0.6753591276082626,0.8146167557932263,glitter,paletteName
0.9542833176051169,0.5872286882667506,0.3848379993708714,matte,paletteName
0.9380677761300599,0.42065139781402755,0.23161421431317625,matte,paletteName
0.9885603439236658,0.5459368774247667,0.283233721296005,matte,paletteName
0.9055857637172516,0.24906903938045807,0.307749766573296,matte,paletteName
0.20016776764181607,0.4982069833280906,0.6658068575023592,metallic,paletteName
0.9906574394463669,0.8905525846702317,0.23660480234874698,matte,paletteName
0.9658263305322129,0.7851485692316142,0.4939638600538254,satin,paletteName
0.9905945265806857,0.8714585299360386,0.4503932054105064,matte,paletteName
0.2546163563464601,0.2444773988026583,0.22341956390399298,matte,paletteName
0.7286987522281639,0.4814511901017091,0.27910244311628396,satin,paletteName
0.7781797210862955,0.8392785991401909,0.6006605850896508,satin,paletteName
0.3284890426758939,0.6243972098643379,0.4182457296644148,glitter,paletteName
0.4312047813777917,0.6811680822061444,0.4721505714585299,matte,paletteName
0.6443236117976603,0.38458834514197837,0.688482451804251,matte,paletteName
0.292093949879417,0.6607318863374227,0.6231624200482332,glitter,paletteName
